ui,vi,wi
26.48,-0.38,-0.52
28.92,-1.37,-0.6
28.38,-0.62,-0.82
24.8,1.7,-0.8
28.47,1.42,-0.46
27.73,-0.57,-0.78
26.44,0.31,0.49
23.09,-0.43,0.55
22.31,0,0.98
-20.87,-0.76,11.5
27.77,-3.44,-0.13
-22.55,-4.5,-12.72
-19.84,-2.16,-13.39
-17,-2.25,-12.78
31.4,-4.28,0.15
30.21,-5.93,0
81.91,-6.97,11.78
31.33,-4.8,-2.28
33.01,-4.67,-1.61
33.39,-3.48,-2.01
33.64,-2.14,-2.1
29.42,-3.15,-1.36
28.36,-2.75,-0.82
28.02,-2.62,-1.64
27.84,-0.92,-1.42
29.96,0.31,-1.09
30.93,-1.2,-0.54
30.16,-1.48,-0.91
32.12,-2.84,-1.18
29.78,-54.58,-1.26
31.97,-4.06,-0.01
33.32,-3.13,-1.1
30.32,-2.3,-1.2
32.39,-3.66,-0.99
31.38,-1.75,-0.73
29.21,-0.4,-0.24
-20.43,-1.29,-14.38
33.61,-2.77,-0.35
32.39,-4.94,-1.2
33.43,-4.39,-1.32
31.76,-4.56,-1.64
32.8,-3.7,-1.72
31.83,-2.18,-1.24
30.05,-0.27,-0.74
30.46,-1.74,-1.59
30.18,-3.18,-1.48
31.86,-1.87,-1.14
32.87,-3.02,-0.86
33.59,-2.05,-0.91
32.89,-2.08,-1.86
32.55,-1.46,-1.25
29.96,-0.54,-1.07
31.04,-0.52,-0.97
31.76,-2.49,-0.6
32.37,-2.66,-1.56
31.13,-3.84,-0.57
31.06,-2.85,-1.18
29.53,-3.04,-1.57
30.09,-3.59,-0.81
30.07,-4.28,-1.2
31.29,-3.73,-1.33
33,-2.1,-0.8
31.11,-4.1,-1.38
30.73,-3.77,-1.54
30.61,-0.46,-1.16
29.33,-0.48,-1.51
29.85,1.16,-1.48
28.74,-2.66,-1.29
30.23,-0.41,-1.48
27.75,-0.86,-1.11
29.89,-0.4,-1.66
29.37,-0.74,-0.97
28.63,0.08,-0.52
30.46,-0.74,-0.83
23.6,0.43,1.55
27.81,-2.28,0.24
27.66,-0.57,0.57
-16.09,1.18,-11.55
32.31,-1.19,0.68
31.69,-1.68,0.1
29.15,0.6,1.11
29.57,-2.05,0.35
33.09,-3.57,-0.23
32.44,-4.47,-0.43
33.03,-3.24,0.2
30.7,-0.6,0.03
-20.22,-2.38,-12.8
29.75,-3.59,0.89
29.15,-1.16,-0.15
30.75,-4.39,-0.49
80.05,-1.54,13.48
28,0.15,-0.06
29.3,-0.82,0.76
32.37,0.51,0.82
33.3,-0.19,0.2
29.75,-0.91,-0.26
30.16,-0.07,-0.68
26.3,0.37,-0.43
30.05,1.09,-0.74
26.67,0.62,-0.27
27.55,-4.43,-1.04
27.79,-1.7,0.21
30.25,-2.15,-0.2
29.4,0.3,0.35
28.94,-0.55,0.38
30.46,0.15,0
31.56,-1.77,-0.03
29.91,-1.65,0.87
31.13,-0.41,-0.05
28.92,0.27,0.31
28.33,-2.87,0.49
27.5,-0.06,0.74
29.15,-0.6,-0.51
31.9,-1.11,0.15
29.24,1.56,-0.46
29.91,1.64,-0.81
29.33,1.36,-0.37
31,1,-0.71
28.02,-4.89,-0.06
31.6,0.74,0.86
31.47,-0.57,0.01
30.59,-4.14,-0.08
31.16,-1.04,0
31.22,-2.21,-0.49
28,-2.25,0.68
27.09,-2.74,-0.38
31.52,-5.26,0.17
32.31,-1.4,0.59
30.39,-0.68,0.37
32.37,-3.7,0.2
31.9,-2.82,0.37
32.96,-4.5,-0.06
33.45,-1.31,-0.35
32.17,-0.7,0.21
-19.18,-0.3,-13.74
29.98,1.7,-1.21
27.25,1.41,-0.66
29.73,1.62,-1.42
30.16,-2,-1.09
30.59,-0.43,-1.35
29.6,-0.91,-1.44
28.7,-0.91,-1.04
29.28,-1.19,-1.35
28.79,1.3,-1.64
27.5,2.41,-1.2
30.63,1.99,-1.65
27.97,1.47,-0.92
25.83,3.29,-0.63
26.82,3.97,-0.91
25.99,2.3,-0.71
26.06,1.68,-0.3
29.76,-0.1,-0.41
29.62,-0.76,0.06
28.67,-2.52,0.38
28.4,-1.37,0.4
27.99,1.47,0.13
29.73,-0.71,0.57
26.39,0.57,1.37
29.92,-0.01,1.36
80.48,-1.76,13.68
30.43,-0.8,0.93
29.42,-1.26,0.57
28.74,-2.45,0.59
30.63,0.68,0.13
30.93,-0.08,0.12
30.37,-2.87,-0.57
28.15,-50.23,0.07
27.45,-1.7,0.24
74.39,-5.88,13.37
26.48,-3.08,1.04
32.64,-0.65,1.02
31.99,-1.73,0.62
30.77,-5.6,0.38
29.57,-7.14,0.13
30.03,-4.21,-0.35
81.12,-2.95,12.9
-18.54,-2.52,12.3
30.52,-0.97,-0.77
31.34,-1.46,-0.43
30.39,-1.62,-0.99
-20.32,1.2,-14.24
30.55,-0.03,-1.08
31,0.38,-1.29
31.31,-0.52,-1.42
32.01,1.15,-1.72
28.96,-0.34,-2.37
30.61,-1.21,-2.15
27.99,2.72,-1.75
26.89,0.68,-1.76
25.44,2.81,-1.76
26.85,-2.31,-1.14
29.6,1.87,-0.44
27.14,-0.13,-0.66
29.4,-1.04,-0.62
28.13,1.53,-0.41
29.39,0.93,-0.68
28.76,2.37,-0.63
30.57,1.74,-0.19
25.81,2.39,0.65
28.69,0.57,1.16
29.92,-3.18,1.53
31.88,0.28,1.81
30.09,-0.12,2.16
31.34,-1.19,1.48
30.66,0.41,1.43
29.13,-1.64,1.26
82.02,-0.21,13.7
29.75,0.4,1.26
28.9,-1.03,1.04
29.78,-0.13,1.46
26.06,-0.38,0.59
28.31,-0.57,1.13
-21.25,1.38,-11.76
29.21,0.34,1.27
29.44,0.68,0.57
28.7,-0.07,1.32
28.24,-0.55,1.21
26.84,-46.25,0.91
27.95,3.51,0.71
29.82,2.17,0.54
29.51,1.24,0.31
29.19,0.41,0.44
28.88,-0.93,0.48
26.48,1.49,0.41
77.49,2.49,13.05
26.57,2.64,0.15
28.81,1.59,0
28.4,2.06,0.43
-20.98,1.51,-12.98
27.09,1.49,0.54
27.97,1.04,0.77
29.1,2.44,0.88
79.29,1.11,14.2
26.85,0.43,0.85
27.21,-0.99,0.82
27.68,-0.38,0.93
26.35,-0.17,1.31
26.3,-1.52,0.96
29.57,-0.59,1.22
30.03,1.26,1.89
31.94,0.3,1.25
31.29,-0.97,1.92
27.86,-0.12,1.72
31,0.15,0.96
26.64,-0.43,1.26
25.13,1,1.27
28.47,0.77,1.88
28.15,1.71,1.98
27.2,0.82,1.77
28.15,1.94,1.31
25.79,0.82,1.77
-20.46,-0.03,-10.57
-22.46,0.63,-11.02
26.58,-0.55,1.75
31.16,-1.38,1.05
30.63,-5.53,1.05
29.92,-0.71,0.48
28.74,-2.52,-0.05
28.83,-1.15,-0.26
29.21,-1.11,-0.07
28.83,-1.85,-0.15
28.2,1.13,-0.27
24.96,2.98,0.2
23.39,1.75,0.63
24.58,1.31,0.91
26.14,0.15,1.57
28.36,-1.74,2.19
30.12,-0.41,2
28.22,0.31,1.9
25.81,-2.27,1.73
24.89,-1.55,2.17
24.5,-1.04,2.3
26.91,0.2,2.78
26.14,-1.3,2.31
27.66,-1.57,2.37
31.31,2.18,0.98
29.08,-1.66,0.17
79.97,-1.15,12.72
26.93,-1.32,-0.48
28.74,-0.7,-1.4
27.34,-0.1,-1.42
27.99,1.75,-1.44
26.51,0.73,-2.21
26.71,1.1,-1.86
28.83,1.09,-2.85
26.94,1.1,-3.07
25.13,1.08,-2.85
26.01,-0.24,-3.26
25.52,-0.46,-3.13
24.74,1.04,-3.05
24.07,0.88,-1.99
24.86,-0.4,-1.77
25,1.36,-1.48
25.99,0.85,-1.56
26.91,0.13,-1.46
26.82,-0.52,-1.31
27.55,0.08,-1.2
26.6,2.53,-0.74
28.22,2.69,-0.81
29.85,2.74,-1.42
28.6,1.7,-2.4
28.67,2.42,-2.85
27.5,0.26,-2.74
26.89,2.3,-3.15
26.28,1.66,-3.17
26.14,0.23,-2.93
26.51,0.93,-3.26
26.84,0.1,-3.35
-23.72,0.1,-15.8
-22.03,0.27,-16.4
27.61,-0.41,-3.22
25.51,0.68,-2.72
28.67,1.86,-2.95
30.07,-0.85,-2.3
27.86,-1.18,-2.93
28.31,-1.96,-3
30.16,-0.77,-3.33
24.97,-3.18,-2.19
26.8,-1.82,-2.63
-24.02,0.21,-15.27
-22.65,0.62,-15.11
-19.23,0.01,-14.28
28.99,-0.17,-1.83
27.72,-2.37,-1.94
28,-1.15,-1.99
28.88,-0.87,-2.31
28.4,-1.35,-2.18
27.02,-3.55,-2.1
27.3,1.86,-2.45
27.84,1.15,-2.08
28.51,1.07,-2.17
28.7,1.73,-2.28
27.45,1.76,-1.85
26.49,2.29,-2.2
25.08,1.85,-2.41
74.77,2.96,10.99
75.66,0.19,11.71
-22.75,1.08,-15.12
-22.38,-0.32,-15.17
78.02,1.3,11.14
-22.84,1.03,-14.09
29.94,1.03,-1.38
25.67,1.9,-1.43
27.72,4.01,-0.85
27.72,1.56,-0.97
76.12,-45.46,11.93
-25.9,1.62,-13.24
77.07,-0.2,11.89
79.25,0.57,12.07
-20.39,3.37,-12.81
32.51,3.44,-1.62
31.81,0.65,-1.94
28.85,0.26,-1.68
28.56,-0.35,-3.29
28.65,1.72,-2.41
28.65,-0.82,-3
25.85,-1.08,-2.77
26.01,-2.33,-2.69
22.04,-3.08,-1.63
24.07,-2.1,-0.94
27.66,0.24,-0.65
27.68,0.1,-0.83
28.33,0.94,-0.63
28.83,0.8,-0.52
26.4,4.17,-0.19
29.89,2.49,-0.97
31.52,2.63,-1.36
30.55,0.35,-1.37
78.96,0.57,11.41
29.98,2.32,-1.75
25.42,1.24,-1.2
28.79,0.37,-1.27
30.25,1.15,-0.55
30.61,1.94,-1.19
27.84,0.8,-0.43
29.6,-0.52,-0.96
27.95,-0.1,-0.65
29.24,0.48,-1.18
30.45,1.63,-1.15
28.67,2.39,-1.08
30.61,1.37,-1.57
29.15,2.03,-0.65
27.43,0.41,-1.2
29.24,-0.76,-2.1
26.05,1.41,-1.03
78.78,1.94,11.37
-22.94,1.04,-13.98
76.3,0.57,11.73
30.03,-1.04,-1.67
25.33,-0.88,-0.76
-21.99,-0.86,11.36
27.57,-1.37,-1.3
30.07,1.35,-1.25
27.7,2.12,-1
30.09,1.87,-1.26
27.73,1.2,-1.14
28.24,-0.63,-1.32
75.36,0.76,12.07
27.72,1.26,-0.43
25.58,1.71,0
28.16,0.26,-1.54
23.92,0.26,0.13
29.4,-0.08,0.03
-24.6,0.87,-13.7
-21,0.63,-13.97
-23.21,-1.97,-13.57
78.33,0.57,11.68
-22.13,-0.7,-13.4
26.4,0.65,-0.48
27.34,2.36,-0.65
29.85,0.85,-0.94
27.84,2.58,-0.65
27.3,2.69,-0.63
26.1,2.03,-0.38
26.53,2.04,-0.87
26.91,2.76,-0.38
28.67,-45.57,-0.43
26.69,6.5,-0.4
27.57,6.57,-0.17
28.29,4.74,-0.88
25.13,3.57,-0.38
26.1,2.54,0
82.74,2.1,11.18
-29.22,1.81,-12.3
25.04,1.35,-0.24
24.25,-0.7,-0.27
23.35,0.44,0.15
71.78,2.41,12.82
-25.58,1.09,-13.17
74.98,2.03,13.04
-25.58,2.63,-12.16
-26.37,2.36,-12.83
-24,0.68,-13.48
78.39,3.04,13.06
-20.65,-45.68,-13.01
29.44,3.37,-0.57
25.6,3.35,-0.01
27.79,2.89,-0.03
26.87,4.43,0
26.69,4.21,-0.24
27.64,2.85,-0.27
-24.39,3.37,12.29
69.95,5.64,13.33
21.67,6.25,0
24.76,4.45,1.1
25.99,2.18,0.99
27.28,4.43,0.71
23.92,2.08,1.24
23.95,2.36,1.48
22.46,2.12,1.47
23.31,1.98,1.35
26.73,3.48,2.08
27.52,1.4,1.59
27.75,0.32,1.67
30.07,0.2,0.93
28.34,-1.7,0.63
26.53,0.32,0.49
25.11,0.26,0.63
74.94,-0.83,13.31
73.05,-0.96,13.39
26.69,1.43,0.74
26.24,1.37,0.57
27.03,2.48,0.57
26.58,2.27,0.65
26.03,2.14,0.66
24.53,3.42,0.57
24.95,1.37,0.57
23.35,0.51,0.17
24.75,0.4,0.27
24.45,0.08,0.49
24.07,-0.03,0.38
25.06,0.2,0.13
24.9,1.14,0.13
24.88,-0.74,0.05
24.59,-1.43,0.1
23.64,-1.4,0.27
23.53,-1.22,0.13
25,-1.27,0.43
24.86,-1.83,0.2
24.98,-1.48,0.1
24.02,-1.32,0.73
-26.15,-0.82,-12.16
-24.35,-0.52,-12.18
27.09,-0.65,0.55
27.32,-0.2,1.04
27.21,-1.32,0.82
26.66,1.31,0.89
27.59,0.03,0.65
28.45,-1.38,0.49
23.04,-3.66,1.71
21.78,-4.14,2.56
22.9,-0.54,2.43
25.79,0.38,3.24
26.8,-0.07,2.72
28.27,-1.76,2.08
29.85,-1.97,1.89
29.75,-2.63,1.31
29.26,-2.36,1.02
25.69,-3.86,0.94
79.17,-4.47,12.8
26.21,-3.7,-0.1
24.88,-4.14,0.37
21.46,-1.27,0.1
22.34,-1.37,0.07
27.59,1.15,0.46
26.98,2.3,0.21
26.55,0.66,-0.31
26.76,0.49,-0.51
25.88,-0.99,-0.15
24,-0.6,0.03
24.6,-0.8,0.07
26.87,-0.74,0.41
26.91,-0.43,0.66
25.94,0.15,0.83
25.56,1.59,0.99
25.51,1.76,1.76
26.03,0.98,1.64
26.98,1.71,1.33
26.94,1.48,0.94
27.3,2.11,0.65
24.63,2.55,1.2
27.05,0.65,0.76
25.65,3.02,0.52
25.35,2.15,0.57
25.9,0.06,0.37
27.61,-0.27,-0.13
23.39,-0.74,0.83
24.25,-1.7,0.7
25.11,1.85,0.8
28.65,0.87,1.49
26.84,0.93,1.03
27.21,-1.88,0.83
30.32,-2.16,1.05
30.45,0.59,0.57
30.05,0.05,0.31
29.69,-0.06,0.01
30.12,0.66,-0.57
29.33,-0.62,-0.68
30.7,-0.06,-0.68
29.57,-2.12,-0.41
24.16,-4.32,0.68
22.33,-1.61,1.14
19.84,0.03,0.24
26.17,-1.9,1.97
27.9,-1.27,2.18
27.34,-0.4,2.09
25.67,-0.54,2.55
28.47,-0.27,1.75
31.85,-0.54,0.37
33.82,-0.27,0.08
34.92,-0.83,-0.88
32.6,1.64,-1.94
30.48,2.09,-1.63
29.69,1.35,-2.2
30.1,1.81,-2.28
28.9,0.77,-2.23
31.2,2,-2.19
31.99,-1.96,-2.87
31.81,1.52,-3.08
33.43,0.68,-2.95
29.94,-0.57,-2.37
32.03,-1.35,-3.37
28.58,1.4,-3.22
25.76,2.81,-3.06
30.66,-2.06,-2.49
32.1,3.07,-3.04
34.72,0.28,-3.4
29.53,0.92,-2.47
29.82,-0.15,-2.78
32.17,-0.23,-2.47
27.43,-0.17,-1.11
25.4,2.34,-0.82
27.7,1.7,-0.71
25.72,0.17,-0.27
22.91,-3.15,0.76
25.17,-0.78,1.13
27.9,1.4,2.01
31.85,0.06,1.09
30.3,-1.97,0.66
32.82,-1.89,0.01
30.16,-2.28,-0.15
29.42,0.41,-0.49
26.8,-0.96,-0.38
28.16,-1.6,-0.32
27.12,1.37,-0.49
28.15,0.82,-0.43
28,1.25,-0.54
29.01,2.21,-0.88
27.95,2.77,-1.08
-19.15,1.32,10.55
27.91,1.41,-1.09
29.39,2.87,-1.26
29.37,1.93,-1.98
28.92,0.6,-2.3
26.98,1.26,-1.72
29.26,-0.91,-2.37
28.31,1.54,-2.6
30.34,-0.43,-2.88
29.8,1.32,-3.22
27.63,1.77,-2.17
27.39,0.23,-2.18
27.86,0.49,-1.93
29.06,-0.43,-2.16
29.94,-2.48,-2.18
30.34,-0.06,-1.57
25.51,0.71,-0.74
25.99,-1.36,-0.57
25.2,-0.24,0.13
-17.1,-46.25,-13.1
33.97,2.03,-0.59
30.75,1.09,-0.76
31.2,1.26,-1.04
31.97,-1.14,-1.61
31.11,0.01,-2.23
31.36,-1.05,-2.45
29.33,-3.35,-2.5
30.66,-1.88,-2.75
31.77,0.44,-2.74
31.95,-0.01,-2.75
32.28,-2.98,-3.11
29.69,-1.96,-2.55
30.23,-1.57,-1.64
26.75,47.87,-0.89
27.14,0.35,-0.01
28.99,1.71,-0.6
31.13,1.62,-0.21
29.44,0.85,-0.34
30.88,2.12,-0.71
83.35,1.71,-13.58
32.22,2.03,-0.83
31.18,1.41,-1.31
30.05,1.49,-0.76
79.57,1.2,-13.41
29.12,1.76,0.03
27.91,2.52,-1.22
26.75,1.31,-0.62
27.7,2.74,-1.21
30.03,-1.14,-0.6
30.82,1.6,-1.1
30.68,3.33,-1.15
-22.33,2.25,11.41
30.86,3.77,-1.4
31.11,4.05,-1.53
30.34,1.47,-1.77
29.01,1.72,-1.67
26.62,1.43,-1.7
27.68,2.12,-1.98
28.51,-0.4,-2.12
26.28,0.07,-2.04
27.09,3.51,-1.42
27.93,-3.13,-1.1
28.81,-1.31,-1.07
28.36,-1.3,-1.7
28.38,-1.08,-1.2
25.87,-0.01,-0.63
25.99,-0.97,-0.71
26.85,-0.6,-0.97
29.24,0.27,-0.24
29.6,-0.46,-0.41
32.35,0.59,-0.76
28.29,2.33,-0.17
28.76,1.86,-0.93
32.03,2.07,-0.63
29.17,0.17,-0.12
29.89,2,-0.27
24.34,3.57,0.35
26.64,1.63,-0.52
27.63,1.84,-0.46
25.72,0.71,0.71
22.38,-0.55,1.66
29.46,1.11,-0.35
-22.29,2.28,-13.36
28.04,-3.75,-0.51
26.93,-0.13,0.4
26.46,-2.16,-0.4
28.52,-2.61,0.23
28.31,-1.21,0.38
29.24,-1.48,0.28
28.18,-2.78,0.38
29.37,-1.78,0
27.32,-1.62,-0.13
28.97,-3.13,0
28.22,-5.95,0.07
28.72,-6.1,-0.17
31.27,-3.86,-0.43
33.86,-5.9,-0.23
30.64,-2.74,0.1
29.64,-4.69,-1.09
32.98,-5.99,-0.13
26.35,-3.95,0.03
26.51,-5.73,0.2
27.61,-1.33,0.23
29.28,-2.74,0.52
27.39,-2.34,0.57
29.19,-2.51,0.65
28.7,-2.85,0.96
27.48,-1.77,1.53
28.06,-2.3,1.61
30.27,-2.63,0.98
30.8,0.15,0.48
28.97,0.83,-0.65
26.51,-0.57,0.2
25.58,-0.71,0.13
26.17,-3.68,-0.1
26.75,-2.72,0.03
27.86,-0.71,0.38
27.28,0.68,0.76
27.02,-0.52,0.87
28.06,-0.54,0.74
26.82,-2.96,0.68
26.96,-3.55,1.35
27.73,-3.4,0.68
27.88,-0.89,1.15
28.31,0.21,0.97
26.98,-3.37,0.76
27.9,-1.55,1.03
29.3,1.04,1.32
30.8,0.03,1.24
28.67,1.53,0.78
27.86,1.3,1.37
27.63,0.77,1.96
28.25,-0.27,1.75
26.08,-2.85,1.83
29.1,-0.92,2.28
29.06,-2.43,2.05
28.42,-3.62,1.64
31.56,-1.78,2.08
30.54,-2.75,2.17
30.46,-4.34,1.03
29.76,-4.56,0.57
29.55,-1.72,0.31
29.1,-0.52,0.37
28.81,-2.76,0.05
26.05,-1.05,0.43
25.6,0.62,0.23
26.03,-0.98,-0.19
29.57,-0.96,0.78
27.99,-1.11,0.19
28.51,-0.68,-0.01
28.63,0.7,0.41
27.43,-2.71,0.52
26.06,-1.07,0.3
28.31,-1.26,0.2
27.91,-1.87,-0.26
27.21,-1.2,-0.21
27.52,-0.41,-0.17
28.09,-0.55,-0.24
28.58,-0.88,-0.44
27.66,0.24,-0.6
24.86,1.27,0.06
24.23,0.89,0.08
26.21,-0.8,0.65
25.92,-0.06,0.52
28.15,1.79,0.63
30.93,3.29,0.49
31.24,3.55,0.21
29.82,2.17,-0.34
33.41,0.54,-1.1
30,-1.09,-1.98
27.32,1.04,-1.64
26.67,0.03,-1.51
25.65,0.94,-1.29
27.21,1.22,-1.2
28.04,-0.54,-1.43
27.07,-0.94,-1.36
26.53,-2.31,-1.25
21.1,-5,0.21
21.78,-4.63,0.49
26.05,-0.1,0.98
26.3,-0.62,1.26
28.2,0.48,1.24
28,0.3,1.49
27.48,0.99,1.38
27.81,1.89,1.38
26.6,2.52,1.63
26.75,2.14,0.76
26.69,1.14,1.37
26.37,2.18,1.57
27.61,2.63,1.66
25.72,1.09,1.7
28.33,0.52,2.58
28.2,1.21,1.78
27.48,1.29,1.75
27.5,1.96,1.89
28,3.07,1.7
29.08,1.1,1.1
27.12,2.2,0.83
26.94,2.56,0.83
28.33,2.93,0.57
29.98,1.21,0.31
28.15,1.03,0.13
26.71,2.65,0.41
26.57,1.74,0.15
25.69,1.04,0.12
27.52,0.06,-0.23
27.03,-0.38,-0.52
31.77,0.66,-1.71
29.21,1,-1.07
-24.41,2.16,12.08
28.54,1.02,-1.97
25.51,2,-0.78
24.17,3.51,-1.64
23.69,52.49,-0.01
26.44,1.64,-0.31
26.1,2.81,-0.41
24.96,3.1,-0.49
29.53,1.48,-1.31
27.73,1.18,-0.68
27.72,2.87,-1.33
27.91,3.39,-1.37
28,3.44,-1.21
24.57,2.19,-0.63
27.36,2.47,-0.74
27.57,3.13,-0.03
25.67,0.43,0.31
27.05,-1.68,0.24
25.94,-0.17,0.98
27.5,0.77,0.87
27.95,0.93,0.8
29.17,1.72,0.94
25.13,1.74,1.73
25.83,3.02,0.82
24.9,1.65,0.94
24.7,-0.1,0.52
26.75,0.17,1.26
28.02,-0.06,0.91
26.35,-0.27,0.81
25.81,1.99,0.99
27.14,0.93,0.48
28.15,2.74,0.66
26.8,1.68,0.2
27.66,0.54,0
25.44,-1.47,-0.46
25.6,-4.61,-0.68
24.67,-2.92,-0.12
25.67,-1.78,0.06
26.06,-0.21,0.87
25.18,-1.18,1
24.71,-1.04,1.53
25.17,-1.36,0.89
24.86,0.54,1.21
26.64,1.09,1.44
26.89,0.57,1.14
30.21,-0.13,0.77
29.44,50.08,0.71
28.22,-2.42,-0.31
29.26,-1.08,-0.63
28.22,-3.46,-0.19
27.77,-2.28,-0.27
27.99,-2.41,-0.03
25.49,-0.63,-0.21
24.9,-3.44,0.12
24.9,-1.74,-0.74
27.36,-2.41,-0.28
26.71,-1.11,0.19
28.85,-4.85,0.08
28.99,1.04,0.43
28.02,-0.1,0.43
28.52,-0.63,-0.13
28.27,-1.64,0.07
28.94,-2.66,0.01
29.12,-4.21,0
-22.59,-0.37,12.44
27.59,0.63,-0.63
26.17,49.54,-0.37
26.35,-0.38,0.13
26.06,-4.43,-0.1
30.5,0.98,0
32.74,0.27,-0.01
31.2,-1.99,-0.77
28.99,-1.88,-0.13
28.97,-1.03,-0.07
28.99,-0.3,-0.32
26.4,-0.37,0.1
28.18,1.83,-0.08
29.46,0,-0.54
29.21,-1.03,0.06
31.38,0.34,-0.87
31.02,0.52,-0.17
-16.91,2.69,-12.98
30.8,2.12,-0.15
31.31,2.26,-0.49
28.65,1.57,-0.63
29.98,0.38,-0.78
29.91,-0.46,-0.98
31.88,3.24,-1.51
30.59,1.52,-1.48
32.03,0,-2.55
27.91,-2.34,-1.54
26.8,-2.32,-1.63
22.59,-0.97,-2.3
25.85,-0.32,-1.54
30.39,-0.32,-0.54
26.42,-0.1,-0.12
27.97,-2.59,-0.2
32.64,0.93,-0.01
29.94,3.26,0.31
27.7,1.97,0.12
29.21,2.18,-0.46
31.69,0.21,-0.96
28.9,0.89,-0.43
31.09,1.66,-0.68
31.33,2.11,-1.29
30.72,0.54,-1.6
29.55,1.56,-1.2
28.18,-0.23,-1.73
29.26,-0.2,-1.29
30.16,2.53,-1.59
29.69,1.97,-1.4
23.72,1.42,-0.52
27.54,2.1,-1.16
26.71,1.6,-0.96
26.57,0.66,-0.1
29.73,0.43,-0.87
26.15,0.17,-0.07
27.88,0.08,-0.1
30.14,-0.1,0.41
29.06,-1.7,0.08
29.24,0.51,1.31
29.28,-0.65,0.96
29.4,1.64,0.55
30.98,1.09,0.74
31.16,0.83,0.35
29.82,0.06,0.68
28.38,-1.84,-0.24
28.24,-2.16,-0.49
26.71,0.51,-0.52
24.28,-0.51,0.65
27.41,-0.88,-0.2
29.46,1.05,-0.06
28.61,-0.82,0.35
26.98,-2.56,-0.27
27.93,-0.48,0.7
28.45,-1.44,0.35
28.13,1.49,0.46
28.15,0.76,0.46
26.4,-2.1,-0.62
26.87,-0.93,0.4
24.53,-0.24,1.08
27.97,1.09,0.94
29.6,1.52,1.1
25.69,1.04,1.15
23.07,1.07,0.68
25.74,1.2,1.22
25.54,0.2,1.64
28.61,1.38,1.53
28.09,0.76,0.94
28.18,0.35,0.85
27.61,0.1,1.31
26.06,3.37,1.14
27.59,-0.03,1.42
27.23,-2.36,1.02
27.68,-2.53,1.14
27.03,-1.35,1.09
26.8,-1.47,1.2
27.27,-1.75,0.98
25.29,-2.43,1.05
23.49,-1.29,1.42
25.06,-3.24,1.22
26.85,0.57,2.17
28,0.06,2.29
28.24,0.03,2.08
29.3,-1.29,1.36
27.93,-0.31,1.42
26.21,-0.06,1.97
27.25,1.96,2.18
27.64,1.08,2.19
27.79,0.35,1.9
27.39,-0.54,1.43
26.37,0.12,1.75
27.2,-0.62,1.71
28.22,1.81,1.74
28.49,0.03,1.04
27.61,0.65,1.42
28.54,-3.37,1.18
28.15,-1.25,0.46
27.64,-0.35,0.46
27.27,1.51,0.06
25.72,1.86,0.38
27.63,2.08,0.48
29.78,-0.92,0.83
29.15,1.15,1.04
29.26,-2.19,0.66
31.16,0.1,1.59
33.14,-1.53,1.72
31.52,-1.55,1.04
32.65,0.98,1.2
31.9,-0.28,1.14
31.45,0.26,0.93
32.58,0.48,0.57
29.35,-3.44,0.74
28.54,-5.13,0.13
28.88,-3.68,0.2
27.97,-2.15,0.74
32.21,-1.74,0.46
31.74,-1.74,0.63
28.22,-2.51,0.17
28.24,1.15,-0.15
28.76,-0.74,0.06
29.33,0.91,-0.1
30.57,1.31,-0.01
33.8,1.64,-0.63
33.37,-1.99,-0.76
30.34,-2.83,-1.31
28.83,1.76,-0.32
32.96,0.46,-0.57
27.7,0.43,-0.44
29.51,-1.29,-0.71
33.3,1.31,-1.66
28.78,-0.48,-1.74
29.33,-0.37,-1.48
33.62,-1.61,-1.04
29.94,-0.71,-1.57
30.77,0.7,-1.38
31.72,2.05,-1.79
32.87,-0.83,-1.77
-22.84,0.2,11.51
27.55,1.84,-0.87
30.7,2.08,-0.63
29.46,0.43,-1.11
29.75,2.08,-0.93
30.03,2.09,-0.74
28.81,1.14,-0.6
28.65,3.73,-0.73
30.01,2.32,-1.04
29.89,3.99,-0.82
28.67,2.88,-0.65
30.18,0.21,-0.96
29.53,1.18,-0.97
27.32,1.24,-0.35
28.94,1.79,-0.48
27.57,2.7,-0.41
31,3.51,-0.54
32.12,1.78,0.19
31.38,2.21,0.21
31.61,-1.56,-0.13
28.69,-2.78,-0.34
30.14,-1.3,-0.74
27.79,-3.64,-0.15
25.56,-2.91,0.87
23.72,1.21,0.76
27.97,0.87,1.62
28.38,-0.13,1.68
29.69,2.56,1.86
32.62,1.42,1.2
29.31,2.36,1.27
31.74,0.38,0.65
30.18,-0.06,0.65
32.04,0.63,0.23
29.64,-1.54,0.65
-16.44,-2.44,12.31
29.8,-0.26,-0.35
32.53,0.46,-0.87
33.59,-0.82,-1.41
33.77,-0.27,-1.59
31.54,0.48,-1.09
27.36,2.92,-0.96
28.49,1.04,-0.99
-21.84,-0.05,-12.54
-22.41,-1.53,-11.52
32.51,0.87,2.43
31.47,-0.1,2.01
30.82,-0.24,2.23
30.23,-1.75,1.74
30.14,1.33,1.7
32.85,0.4,1.96
33.12,-2.7,1.95
31.85,1.24,1.97
32.28,-1.49,1.14
30.82,1.61,0.57
30.32,1.08,1
32.33,-0.78,-0.2
33.7,-3,-0.2
-19.15,-0.37,12.03
32.17,-51.63,-0.13
-20.88,-2.88,-13.17
82.52,-4.91,-12.08
31.25,-0.63,0.13
