uf,vf,wf
30.23,-0.68,-0.27
30.01,-1.75,-0.63
28.79,-1.41,-0.35
29.1,-3.79,-0.49
30.1,-3.07,-1.11
27.25,-1.18,-1.22
27.39,-1.22,-0.82
28.33,-0.97,-1.37
27.91,0.06,-0.92
28.06,-0.88,-1.3
27.045,-0.075,-0.745
26.5375,0.3275,-0.4675
26.2838,0.5288,-0.3288
26.1569,0.6294,-0.2594
26.03,0.73,-0.19
28.33,-1.43,0.2
28.285,-0.36,-0.255
28.24,0.71,-0.71
28.24,1.63,-1.04
25.87,-1.11,0.06
27.51,-0.27,-0.49
28.33,0.15,-0.765
28.74,0.36,-0.9025
28.945,0.465,-0.9712
29.15,0.57,-1.04
28.54,-0.345,-0.55
27.93,-1.26,-0.06
27.82,-1.0,-0.3
31.63,-2.93,-0.41
30.18,0.78,-0.65
32.51,-1.26,-1.42
29.6,-0.68,-0.49
30.45,1.2,-1.04
29.53,-3.51,-1.48
29.21,-1.24,-1.37
31.02,-3.73,-1.68
29.76,-3.92,-1.27
30.77,-0.44,-1.37
31.0,1.04,-1.53
30.23,-1.4,-0.76
27.73,-2.11,-1.37
28.71,-1.215,-1.49
29.69,-0.32,-1.61
30.73,-1.6,-1.51
29.31,-0.3,-2.1
29.44,-1.245,-1.64
29.505,-1.7175,-1.41
29.5375,-1.9538,-1.295
29.57,-2.19,-1.18
26.62,-2.09,-1.42
26.82,-1.22,-0.98
27.82,-0.68,-1.21
27.985,0.205,-1.205
28.15,1.09,-1.2
25.74,-0.21,-0.83
28.54,0.085,-0.965
29.94,0.2325,-1.0325
30.64,0.3062,-1.0663
30.99,0.3431,-1.0832
31.165,0.3616,-1.0916
31.34,0.38,-1.1
30.63,-0.76,-1.26
29.525,0.5,-1.735
28.9725,1.13,-1.9725
28.6962,1.445,-2.0912
28.42,1.76,-2.21
27.91,1.86,-2.0
29.67,2.19,-2.07
28.56,1.93,-2.12
28.11,0.91,-2.16
28.65,0.98,-2.15
30.23,0.93,-2.45
30.48,2.32,-1.97
30.23,1.25,-2.29
31.33,-0.98,-2.64
29.76,0.68,-2.75
28.08,2.14,-2.78
30.14,0.65,-3.44
29.13,-0.31,-3.31
26.1,0.4,-2.84
25.9,1.37,-2.15
30.25,2.28,-2.54
28.51,-0.43,-2.44
27.82,-0.1,-2.36
29.15,0.57,-2.52
30.03,-0.27,-2.77
30.55,-0.7,-3.1
27.7,2.22,-2.32
26.26,3.24,-2.04
26.37,3.7,-2.94
28.22,2.89,-2.86
30.77,1.29,-2.73
28.78,0.21,-2.72
27.25,1.36,-2.26
27.485,0.68,-2.235
27.6025,0.34,-2.2225
27.72,0.0,-2.21
28.08,1.7,-2.49
26.425,1.35,-1.52
25.5975,1.175,-1.035
25.1838,1.0875,-0.7925
24.9769,1.0438,-0.6712
24.8734,1.0219,-0.6106
24.8217,1.011,-0.5803
24.7959,1.0055,-0.5652
24.783,1.0028,-0.5576
24.7765,1.0014,-0.5538
24.7732,1.0007,-0.5519
24.7716,1.0004,-0.551
24.77,1.0,-0.55
27.12,0.41,-0.65
28.415,0.965,-0.54
29.0625,1.2425,-0.485
29.71,1.52,-0.43
29.135,1.42,-0.87
28.56,1.32,-1.31
24.44,-0.71,-0.49
25.06,-1.2,-0.3
27.09,-0.13,-0.52
25.69,-0.74,0.03
25.4,-1.04,0.05
25.54,-0.34,0.88
29.12,1.51,1.09
24.87,0.96,2.27
25.06,1.27,1.85
30.3,0.0,0.94
28.06,0.88,1.26
27.95,2.09,1.03
28.3,-0.085,0.845
28.65,-2.26,0.66
28.3,-1.265,0.71
27.95,-0.27,0.76
29.26,2.73,0.08
26.99,1.515,0.2
25.855,0.9075,0.26
24.72,0.3,0.32
26.91,1.79,0.34
27.27,1.095,0.015
27.63,0.4,-0.31
27.69,0.34,0.215
27.72,0.31,0.4775
27.75,0.28,0.74
28.13,-1.02,1.27
27.95,-1.16,1.18
27.3,-0.73,1.3
27.57,-2.07,1.36
27.79,0.05,1.25
27.18,-1.41,1.05
27.43,-1.53,1.09
26.58,-3.35,1.46
28.83,-1.92,0.89
28.11,-1.97,1.0
27.95,-0.49,0.8
27.68,-0.86,0.77
27.43,-2.17,1.0
29.35,-0.27,0.59
30.48,-1.42,0.13
29.08,-1.66,0.89
27.95,1.37,0.93
27.7,-0.13,0.48
28.13,-3.33,-0.31
29.51,0.0,-0.3
29.39,-0.44,0.01
29.89,-0.65,-0.28
29.08,-0.89,0.0
28.13,-0.24,-0.24
28.2,-0.6,0.15
28.85,1.22,-0.03
30.75,-0.74,-0.08
28.33,0.01,-0.4
28.27,0.0,-0.41
28.18,0.19,-0.52
29.22,-1.0,-0.37
28.29,0.1,0.0
28.87,-1.7,0.06
25.65,0.65,0.24
27.205,0.25,0.105
27.9825,0.05,0.0375
28.76,-0.15,-0.03
28.97,-4.34,0.06
29.475,-2.165,-0.355
29.7275,-1.0775,-0.5625
29.98,0.01,-0.77
28.83,-2.19,-1.11
29.91,-1.11,-1.43
29.24,-2.2,-1.82
31.22,1.22,-1.35
28.99,-0.41,-1.13
33.37,0.49,-1.78
28.63,-0.12,-0.77
27.88,-0.71,-0.32
28.33,-0.655,-0.475
28.78,-0.6,-0.63
32.51,-2.82,-0.88
33.97,-0.41,-1.52
32.35,-0.52,-1.1
30.73,-0.63,-0.68
31.81,-0.48,-1.79
27.0,-0.13,-1.57
28.615,-0.325,-1.815
30.23,-0.52,-2.06
29.53,0.935,-1.69
28.83,2.39,-1.32
29.76,-1.77,-1.83
29.87,1.37,-0.96
32.08,-2.03,-1.04
28.27,-3.11,-1.03
31.63,3.57,-0.44
31.72,-0.63,-1.21
30.41,0.6,-0.98
31.04,-2.59,-1.62
30.21,-3.28,-0.83
28.9,-5.11,-1.37
31.18,-3.17,-1.7
32.12,1.18,-2.11
31.61,1.22,-1.7
28.27,-2.36,-1.66
30.28,-2.16,-1.25
29.78,-0.13,-1.81
29.44,-0.635,-1.665
29.27,-0.8875,-1.5925
29.1,-1.14,-1.52
29.91,-0.85,-1.4
34.0,-2.66,-2.0
30.72,-3.15,-1.78
29.26,-3.59,-2.08
28.56,-1.79,-1.22
28.76,-2.11,-1.38
31.06,-0.55,-1.61
32.64,1.2,-1.81
29.64,-2.12,-2.04
31.34,-2.44,-2.53
28.27,1.35,-1.71
27.41,2.39,-2.34
27.59,-0.41,-2.19
29.67,-0.44,-1.77
29.98,-0.57,-1.86
30.25,-1.83,-2.16
30.68,-3.35,-2.49
30.7,0.1,-2.59
29.62,-0.07,-1.99
27.5,0.26,-1.96
25.835,-0.21,-1.855
24.17,-0.68,-1.75
24.42,2.19,-1.7
27.18,1.25,-0.74
27.41,1.16,-0.15
28.38,0.32,-0.1
32.67,0.27,-1.62
30.32,0.31,-1.78
25.78,-2.27,-1.72
27.5,1.71,-1.54
27.27,0.3,-1.95
27.34,2.19,-2.59
30.5,2.52,-2.14
30.16,0.81,-2.74
28.38,-2.55,-2.99
26.91,0.57,-2.56
28.02,-0.21,-2.96
26.91,1.55,-2.89
23.7,2.26,-2.3
23.58,3.97,-0.99
25.29,4.82,-0.97
29.3,2.41,-0.43
26.87,-0.48,-0.03
28.58,-1.71,-0.2
27.46,-1.83,0.07
27.32,1.1,0.26
28.47,-1.46,0.03
27.21,-1.15,-0.4
28.81,-2.08,0.0
29.64,-0.49,-0.43
26.94,-1.26,-0.7
26.57,2.53,-0.73
28.02,1.86,-1.19
26.88,3.165,-1.69
26.31,3.8175,-1.94
26.025,4.1438,-2.065
25.74,4.47,-2.19
26.96,4.58,-2.625
28.18,4.69,-3.06
25.67,4.08,-2.91
23.845,3.795,-2.72
22.02,3.51,-2.53
23.19,4.56,-2.17
22.355,1.98,-1.955
21.52,-0.6,-1.74
24.75,-0.89,-0.68
26.69,-0.91,-0.6
27.535,-0.765,-0.4
28.38,-0.62,-0.2
28.54,0.49,0.0
28.63,-1.42,-0.41
30.45,-1.4,-0.82
27.27,-3.57,-0.78
28.04,-1.19,-0.57
27.77,-2.28,-0.85
27.14,-2.26,-1.09
28.58,0.13,-0.82
27.97,-0.87,-0.98
29.01,0.27,-1.53
28.11,-0.51,-1.0
28.09,1.16,-0.97
28.99,0.87,-1.1
22.4,-1.6,-0.71
26.235,1.68,-0.475
28.1525,3.32,-0.3575
29.1112,4.14,-0.2987
30.07,4.96,-0.24
29.1,2.61,-0.52
30.28,0.87,-0.96
29.08,3.0,-1.11
27.12,3.48,-0.98
26.805,1.57,-0.93
26.49,-0.34,-0.88
24.25,0.54,-0.43
26.15,0.2,-0.83
24.52,3.31,-0.3
27.3,1.57,-0.4
28.38,2.16,-0.2
27.86,1.42,-0.1
26.925,1.97,0.035
25.99,2.52,0.17
27.16,0.82,-0.54
27.82,1.53,-0.74
28.92,0.43,-0.57
28.51,0.0,-0.63
28.76,0.65,-0.8
28.18,-0.83,-1.42
26.35,0.74,-0.71
26.17,-0.49,-1.51
27.07,0.27,-1.04
28.6,-0.51,-1.25
26.6,-0.38,-1.08
29.04,-0.44,-2.08
30.32,-2.59,-1.93
27.84,-1.88,-0.92
27.48,-0.12,-1.29
28.16,1.27,-0.81
28.775,0.96,-0.665
29.39,0.65,-0.52
30.37,1.51,-0.7
28.42,1.42,-1.19
28.9,3.2,-1.26
29.67,1.2,-1.48
29.44,1.87,-1.57
30.57,0.68,-1.95
30.41,2.36,-2.37
29.69,0.03,-2.62
29.78,0.24,-2.22
32.01,3.31,-2.4
27.21,0.93,-2.4
26.82,0.4,-1.53
28.39,-0.03,-1.255
29.96,-0.46,-0.98
31.52,-1.25,-1.18
30.05,0.65,-1.3
26.71,1.03,-0.27
28.94,0.0,-0.48
29.26,-2.58,-0.54
31.02,-0.24,-0.41
32.3,-3.83,-0.82
30.79,2.41,-0.13
30.79,0.66,-0.6
25.54,-0.03,0.21
26.85,-1.18,0.24
28.63,-0.05,0.74
27.93,-0.66,0.46
28.435,-0.425,0.305
28.6875,-0.3075,0.2275
28.8138,-0.2488,0.1888
28.94,-0.19,0.15
29.82,0.095,0.105
30.26,0.2375,0.0825
30.7,0.38,0.06
30.285,-1.165,0.205
30.0775,-1.9375,0.2775
29.87,-2.71,0.35
30.75,0.17,0.12
31.92,-1.7,0.12
28.11,-0.76,0.13
28.99,-1.37,0.27
27.95,-0.44,0.63
28.2,0.17,0.57
26.57,1.31,0.27
27.16,-1.045,0.595
27.455,-2.2225,0.7575
27.6025,-2.8113,0.8388
27.6762,-3.1056,0.8794
27.75,-3.4,0.92
28.87,-1.94,1.36
26.69,-6.04,0.17
28.81,-1.62,0.43
29.89,-3.13,0.13
26.15,-0.15,0.87
28.11,-1.26,0.43
29.91,-2.48,-0.32
28.82,-1.29,-0.815
28.275,-0.695,-1.0625
28.0025,-0.3975,-1.1862
27.73,-0.1,-1.31
26.78,-0.7,-1.16
25.33,0.34,-1.15
26.08,-0.43,-1.16
27.82,-0.54,-0.71
27.14,-2.13,-1.07
26.8,-2.925,-1.25
26.63,-3.3225,-1.34
26.46,-3.72,-1.43
27.195,-3.175,-1.29
27.93,-2.63,-1.15
29.58,-0.41,-1.47
28.11,0.08,-0.51
29.285,0.67,-0.845
30.46,1.26,-1.18
28.09,-0.26,-0.93
27.09,1.24,-0.4
30.27,0.27,-0.99
30.09,-0.82,-1.46
28.52,1.81,-0.93
27.33,2.48,-1.195
26.735,2.815,-1.3275
26.14,3.15,-1.46
29.47,2.575,-1.705
32.8,2.0,-1.95
31.51,2.74,-1.6
31.705,0.885,-0.94
31.8025,-0.0425,-0.61
31.9,-0.97,-0.28
29.67,0.98,-0.49
28.61,-0.92,-0.31
30.595,-0.79,-0.385
31.5875,-0.725,-0.4225
32.0837,-0.6925,-0.4412
32.58,-0.66,-0.46
26.3,-0.7,0.2
30.43,0.2,-0.03
28.18,-3.97,0.1
30.14,-4.3,-0.06
32.57,0.05,-0.1
32.46,-2.37,-0.34
31.22,-1.13,-0.27
29.4,1.6,-0.24
29.64,-1.1,0.0
30.17,-1.635,0.6
30.7,-2.17,1.2
32.98,-2.7,0.49
32.405,-3.3,0.245
31.83,-3.9,0.0
31.345,-2.475,-0.325
30.86,-1.05,-0.65
31.72,-1.99,-1.09
32.15,-2.46,-1.31
32.58,-2.93,-1.53
32.33,-4.43,-1.64
30.86,-2.44,-1.14
33.05,-3.22,-1.14
33.545,-2.925,-1.695
34.04,-2.63,-2.25
30.89,-0.76,-1.4
30.3,2.01,-1.08
28.85,1.67,-1.19
31.245,0.85,-0.865
33.64,0.03,-0.54
32.71,-2.7,-0.43
30.45,-2.29,-0.2
29.46,-5.6,-0.05
29.85,-4.06,-0.52
29.26,-2.3,-0.2
32.64,-3.7,-0.38
31.18,0.92,0.1
33.48,-2.96,-0.68
31.94,-0.99,-0.81
32.46,0.82,-0.68
29.15,0.49,-0.82
32.08,-2.54,-1.53
31.435,-1.01,-0.795
31.1125,-0.245,-0.4275
30.9512,0.1375,-0.2438
30.79,0.52,-0.06
31.335,-0.32,-0.055
31.88,-1.16,-0.05
30.61,-0.98,-0.15
31.18,0.63,0.15
35.44,-0.46,-0.88
32.33,0.57,-0.32
31.09,0.88,0.51
30.84,0.515,0.14
30.715,0.3325,-0.045
30.59,0.15,-0.23
32.3,-0.37,-0.76
34.7,-0.89,-0.77
33.05,-1.525,-1.115
31.4,-2.16,-1.46
32.24,1.09,-1.15
31.97,0.62,-1.64
30.07,2.6,-1.49
27.03,0.13,-0.97
32.28,1.94,-2.11
28.36,2.19,-1.15
28.15,3.62,-1.52
26.53,3.39,-0.32
27.32,3.24,-0.085
28.11,3.09,0.15
28.11,1.63,0.2
26.62,0.54,0.71
32.1,0.41,1.15
32.42,2.16,1.7
30.84,-0.4,0.8
31.11,0.44,0.51
31.18,1.0,0.24
29.94,0.74,0.07
30.37,0.83,-0.2
31.0,0.54,-0.63
30.91,-0.78,-0.68
30.28,2.85,-0.49
28.565,4.17,-0.645
27.7075,4.83,-0.7225
27.2788,5.16,-0.7612
26.85,5.49,-0.8
29.91,0.06,-0.27
30.34,0.66,-0.78
31.15,1.53,-1.21
31.25,0.74,-1.21
31.27,1.68,-1.41
29.4,2.59,-1.14
27.82,0.91,-1.6
28.9,-0.31,-1.16
28.96,1.32,-1.31
28.61,0.44,-1.05
31.06,2.08,-1.15
29.38,1.115,-0.83
27.7,0.15,-0.51
26.21,2.42,-0.59
31.2,3.53,-0.63
28.87,0.57,0.1
30.64,2.54,-0.88
32.64,2.45,-0.98
26.93,1.33,0.24
30.03,0.87,-0.93
29.87,1.66,-0.76
25.83,2.82,-0.08
25.78,2.5,0.12
28.9,1.53,-0.81
26.55,1.54,-0.31
35.01,4.43,-1.76
28.33,0.24,-0.34
26.395,-1.125,-0.51
24.46,-2.49,-0.68
27.865,-1.465,-0.85
29.5675,-0.9525,-0.935
31.27,-0.44,-1.02
30.37,-1.21,-1.43
29.28,-0.41,-1.59
29.22,-0.74,-1.48
29.91,-0.03,-1.7
30.52,1.29,-1.47
29.04,1.79,-1.75
27.45,0.12,-1.3
29.15,0.38,-1.86
27.88,1.62,-1.35
29.51,3.03,-1.47
27.61,2.19,-1.43
27.99,2.66,-1.43
30.48,0.52,-1.62
29.4,2.25,-1.51
25.78,-2.27,-0.81
24.88,-1.75,-0.57
27.72,-3.59,-1.42
29.15,-0.35,0.13
31.34,-2.6,-0.44
32.69,-0.57,-1.04
28.56,0.4,0.43
28.67,-2.18,-0.59
30.52,-3.62,-1.14
32.22,-2.72,-1.16
30.12,-0.1,-1.24
31.22,-1.25,-1.05
34.83,-0.15,-1.09
32.64,-0.57,-1.53
32.22,0.24,-0.54
31.56,-2.44,-0.52
31.89,0.055,-0.4
32.22,2.55,-0.28
34.045,2.71,-0.605
35.87,2.87,-0.93
26.87,0.19,0.81
28.79,-1.08,-0.92
31.61,1.97,-0.2
32.15,-1.05,0.3
33.32,1.07,0.41
35.6,-0.92,-0.41
33.91,-1.16,-0.29
32.22,-1.4,-0.17
33.28,0.4,-0.82
30.46,0.15,-1.49
28.49,-1.6,-1.4
31.43,-1.86,-1.66
30.37,-1.46,-1.75
34.38,-1.66,-1.49
32.46,-1.75,-1.54
36.89,-1.97,-2.77
31.49,-0.2,-1.35
32.22,-0.3,-1.83
32.825,-0.125,-1.63
33.1275,-0.0375,-1.53
33.2788,0.0063,-1.48
33.43,0.05,-1.43
31.0,-1.59,-2.1
34.2,-0.2,-2.33
33.34,0.17,-1.73
33.88,1.71,-2.38
30.7,0.71,-1.15
32.22,-1.08,-1.24
32.98,-0.01,-0.93
30.79,-0.1,-0.68
30.465,0.155,-0.64
30.14,0.41,-0.6
29.94,-1.83,-0.49
31.04,1.76,-0.13
32.94,-0.57,-0.68
31.4,-0.83,-0.86
32.46,-0.34,-1.13
28.88,-0.98,-0.41
28.27,-0.99,-0.73
27.88,-2.69,-1.47
30.3,-0.63,-1.57
31.54,-0.68,-1.37
31.33,-2.12,-1.65
31.43,0.76,-1.66
30.18,-3.81,-1.82
30.55,-1.74,-1.88
29.26,-1.13,-2.4
26.55,0.51,-1.25
25.58,-1.92,-0.87
27.03,-0.27,-1.57
26.94,0.17,-1.75
30.45,-1.53,-1.25
28.545,-0.58,-1.255
27.5925,-0.105,-1.2575
27.1162,0.1325,-1.2588
26.64,0.37,-1.26
28.2,-0.82,-1.46
27.52,-1.82,-1.35
28.42,-2.2,-1.02
28.775,-3.635,0.04
28.9525,-4.3525,0.57
29.0412,-4.7112,0.835
29.0856,-4.8906,0.9675
29.1078,-4.9803,1.0338
29.13,-5.07,1.1
21.88,-4.38,0.82
24.71,-2.515,1.165
26.125,-1.5825,1.3375
27.54,-0.65,1.51
29.08,0.19,1.59
27.9,-1.26,1.82
28.96,0.73,1.26
29.955,0.36,0.97
30.95,-0.01,0.68
29.24,-2.99,0.46
30.58,-2.145,-0.03
31.92,-1.3,-0.52
29.585,0.055,-0.275
28.4175,0.7325,-0.1525
27.8338,1.0712,-0.0912
27.25,1.41,-0.03
24.575,-3.92,0.415
21.9,-9.25,0.86
24.71,-4.825,1.335
27.52,-0.4,1.81
27.5,-0.91,2.05
27.14,-0.23,2.07
28.08,0.27,2.23
28.06,0.24,1.82
25.9,1.0,1.53
30.19,2.34,0.24
28.2,0.66,0.71
30.09,1.07,0.59
31.59,0.55,-0.13
32.34,0.29,-0.49
33.09,0.03,-0.85
30.03,-0.38,-0.21
28.9,-0.13,-0.76
30.39,-3.7,-0.68
29.745,-3.335,-0.325
29.1,-2.97,0.03
31.235,-1.385,-0.37
32.3025,-0.5925,-0.57
33.37,0.2,-0.77
32.78,1.26,-0.43
32.01,4.08,-0.65
29.85,-3.33,-0.87
31.86,-0.89,-1.1
33.91,-4.56,-1.04
31.18,-4.39,-1.3
31.25,-1.66,0.15
28.02,-3.66,-0.74
29.94,-2.85,-0.41
29.46,-2.1,0.05
31.88,-2.05,-0.73
31.575,-2.305,-0.755
31.4225,-2.4325,-0.7675
31.3462,-2.4962,-0.7737
31.3081,-2.5281,-0.7768
31.289,-2.544,-0.7784
31.2795,-2.552,-0.7792
31.2748,-2.556,-0.7796
31.2724,-2.558,-0.7798
31.2712,-2.559,-0.7799
31.27,-2.56,-0.78
30.52,-1.18,-0.8
27.95,-1.93,-0.65
30.07,-5.02,-1.13
32.17,-3.07,-0.93
31.055,-3.19,-0.14
29.94,-3.31,0.65
30.67,-1.06,0.825
31.4,1.19,1.0
32.76,-2.77,0.35
32.4,0.57,0.07
33.12,-0.7,-0.15
33.68,2.15,-1.09
34.36,1.47,-1.19
32.735,-0.215,-1.39
31.9225,-1.0575,-1.49
31.5162,-1.4788,-1.54
31.11,-1.9,-1.59
31.15,-0.2,-1.51
32.87,1.08,-1.3
31.54,0.71,-1.38
32.57,-1.78,-1.48
32.22,-1.27,-1.53
30.7,-0.2,-1.42
31.06,0.32,-1.64
31.38,-2.56,-1.7
33.21,-0.38,-1.13
32.4,0.15,-1.52
33.77,-0.43,-1.55
33.05,-0.17,-1.55
35.33,-2.2,-2.55
35.195,-1.235,-2.08
35.1275,-0.7525,-1.845
35.0938,-0.5112,-1.7275
35.0769,-0.3906,-1.6688
35.0684,-0.3303,-1.6394
35.06,-0.27,-1.61
35.91,-0.82,-2.34
38.64,1.94,-3.35
36.05,0.93,-3.97
33.48,-2.3,-4.25
32.91,-2.37,-4.54
31.81,-1.21,-3.53
29.26,-0.62,-2.62
29.58,3.22,-2.6
32.715,2.9,-2.795
34.2825,2.74,-2.8925
35.85,2.58,-2.99
30.14,0.71,-3.05
31.31,1.53,-2.08
30.89,0.94,-2.49
29.06,1.48,-1.6
31.56,2.86,-1.32
32.6,0.76,-0.98
33.39,1.08,-1.62
32.26,0.27,-2.0
31.38,-0.07,-1.48
29.51,-1.36,-1.47
28.61,-2.27,-1.42
31.74,-4.45,-1.26
30.14,-0.82,-1.15
31.99,-2.19,-1.64
31.69,0.17,-1.03
25.99,-0.24,-0.88
28.88,1.52,-1.02
29.22,-0.74,-0.63
30.63,-2.64,-1.02
29.46,-0.21,0.03
29.22,0.1,-0.83
30.7,-2.52,-0.57
29.64,-3.015,-0.35
28.58,-3.51,-0.13
27.75,-0.85,0.01
27.11,-0.98,-0.08
26.8,-1.09,0.2
27.61,-2.47,0.19
26.66,-1.49,0.31
27.305,-0.985,0.7
27.95,-0.48,1.09
27.97,0.23,0.91
27.95,-2.54,1.64
29.08,-2.7,2.18
31.88,-0.26,2.75
29.37,-3.15,1.99
32.17,-0.37,1.97
29.73,-2.47,1.33
31.0,-1.84,0.93
28.29,-2.63,1.15
29.13,-1.76,0.91
27.82,-6.21,1.84
28.49,-4.8,2.34
28.33,-5.53,2.32
27.91,-7.34,2.42
28.0,-4.05,2.45
28.67,-4.78,1.78
31.02,-2.82,1.55
31.47,-2.96,0.98
29.28,-3.84,0.82
29.03,-5.88,1.35
27.16,-4.83,1.54
27.46,-6.74,1.35
24.81,-4.21,2.08
28.76,-1.64,1.75
29.48,-3.88,2.04
32.26,-1.79,1.6
31.25,-1.51,1.21
32.21,0.85,1.1
31.06,2.33,0.87
30.82,-0.54,0.6
29.3,-1.03,0.2
30.79,0.28,0.13
28.31,-1.56,0.52
27.63,0.76,0.01
28.76,-0.94,0.07
29.325,-1.79,0.1
29.89,-2.64,0.13
25.97,-0.68,0.78
27.54,-0.85,0.68
28.76,-0.4,-0.37
28.52,0.78,-0.52
27.3,-4.38,-0.6
30.27,-3.48,-0.49
29.03,-3.75,-0.23
29.03,-3.97,0.2
27.0,-3.88,0.43
31.61,-0.4,0.62
35.26,-0.43,-0.6
31.97,-1.24,-0.46
34.18,-3.37,-1.3
26.87,-0.4,0.17
28.7,0.62,-0.99
28.36,1.54,-0.98
28.2,-0.6,-1.07
27.48,-0.71,-0.41
30.63,1.31,-1.21
31.86,-0.49,-1.22
29.6,-0.1,-1.7
29.49,0.86,-1.75
30.23,0.51,-1.75
28.56,1.49,-1.47
27.91,0.46,-1.49
26.42,1.61,-1.02
23.9,2.84,-0.85
28.56,2.41,-1.66
28.945,0.18,-0.615
29.33,-2.05,0.43
27.57,-1.55,-0.31
30.14,-1.27,-1.02
29.17,-2.19,-0.55
25.615,-3.895,0.04
22.06,-5.6,0.63
26.11,-4.895,0.925
30.16,-4.19,1.22
29.08,-0.93,1.26
30.91,-0.54,0.85
33.28,-2.74,0.17
32.73,-2.26,-0.17
30.63,-4.36,-0.37
28.97,-5.02,-0.8
30.93,-5.99,-0.73
29.82,-1.84,-1.25
28.7,-3.61,-1.57
25.51,-3.03,-0.46
24.87,-3.71,-0.17
24.23,-4.39,0.12
26.44,-1.04,0.73
30.42,-1.26,0.845
34.4,-1.48,0.96
33.745,-3.185,0.795
33.09,-4.89,0.63
31.33,-2.93,0.64
29.57,-0.97,0.65
30.52,-3.44,0.43
30.68,-4.74,0.49
29.62,-3.13,0.46
31.81,-4.69,0.2
31.0,-5.31,0.63
32.78,-6.12,0.23
32.215,-5.46,-0.015
31.65,-4.8,-0.26
33.04,-3.505,-0.415
34.43,-2.21,-0.57
34.325,-3.11,0.255
34.2725,-3.56,0.6675
34.2463,-3.785,0.8738
34.2331,-3.8975,0.9769
34.22,-4.01,1.08
31.97,-1.15,1.03
31.38,-3.31,0.82
29.03,-2.54,0.17
31.4,-2.54,-0.93
28.895,-2.0,-0.305
27.6425,-1.73,0.0075
27.0162,-1.595,0.1638
26.7031,-1.5275,0.2419
26.5466,-1.4938,0.281
26.39,-1.46,0.32
27.75,-1.07,0.27
28.52,0.06,0.37
28.09,-3.46,0.08
30.7,-5.24,-0.37
29.51,-2.85,-0.34
31.11,-0.87,-0.32
30.61,0.27,-0.54
29.01,-0.2,-0.32
28.61,0.73,-0.15
29.24,-0.03,-0.6
30.39,-0.57,-0.38
28.52,-0.83,0.46
31.61,-3.64,-0.2
29.71,-0.82,0.46
25.7,-3.7,0.43
27.83,-2.295,0.655
28.895,-1.5925,0.7675
29.4275,-1.2412,0.8238
29.96,-0.89,0.88
31.29,-1.095,0.91
32.62,-1.3,0.94
29.51,0.06,0.62
32.64,-0.15,0.19
32.155,-0.56,-0.425
31.67,-0.97,-1.04
31.47,-1.13,-1.2
30.48,1.51,-0.87
28.89,2.805,-0.465
28.095,3.4525,-0.2625
27.3,4.1,-0.06
29.96,-0.24,0.38
31.03,0.175,0.24
32.1,0.59,0.1
33.21,1.48,0.82
32.365,1.11,0.17
31.52,0.74,-0.48
30.16,-0.93,-0.17
31.07,-0.98,-0.62
31.47,-0.92,-0.92
29.22,0.57,-0.06
31.7,0.99,-0.41
33.23,1.53,-0.13
31.16,-1.2,0.15
34.49,-2.18,-0.8
35.51,1.27,-0.55
35.87,-0.27,-1.09
33.5,-1.4,-0.91
31.69,-0.8,-0.71
29.3,1.84,-0.24
29.0,0.42,-0.055
28.7,-1.0,0.13
28.605,-0.55,0.31
28.5575,-0.325,0.4
28.51,-0.1,0.49
31.74,2.66,0.63
29.94,3.07,0.93
31.52,1.42,0.93
32.525,1.08,1.175
33.53,0.74,1.42
34.77,3.28,0.55
34.67,3.17,0.26
31.06,1.84,0.94
28.92,0.54,0.52
28.54,-1.31,0.78
30.23,3.64,1.86
32.03,-3.22,1.48
31.505,-2.39,1.425
30.98,-1.56,1.37
33.66,-2.74,1.24
31.25,-2.44,1.53
30.77,-2.14,0.8
32.765,-3.23,0.715
34.76,-4.32,0.63
28.0,-4.76,0.37
30.79,-3.51,0.71
33.79,-1.49,-0.44
31.67,-3.94,-0.76
31.85,-0.49,-0.94
36.28,-1.64,-1.97
34.25,-0.93,-1.86
35.1,-2.48,-2.43
29.89,-1.37,-1.82
29.26,-1.18,-1.29
30.56,-1.07,-1.3
31.21,-1.015,-1.305
31.535,-0.9875,-1.3075
31.86,-0.96,-1.31
31.02,-1.41,-1.2
33.12,1.68,-1.21
30.43,-0.99,-0.62
29.76,-1.86,-0.68
31.61,-1.11,-1.09
30.28,0.17,-0.82
31.51,2.84,-1.15
30.53,1.99,-1.405
30.04,1.565,-1.5325
29.55,1.14,-1.66
31.92,-0.32,-0.98
26.15,-1.04,-1.37
30.05,-1.72,-1.78
30.88,-2.29,-1.55
32.74,-1.67,-1.66
29.82,-0.38,-1.31
30.91,-3.37,-1.38
30.28,-0.87,-1.02
26.03,-2.47,-0.06
24.32,-2.3,-0.31
27.545,-3.265,0.305
30.77,-4.23,0.92
32.89,-0.43,1.14
32.94,-0.35,0.49
34.34,-0.71,-0.26
31.665,1.65,0.525
28.99,4.01,1.31
28.865,4.285,0.93
28.74,4.56,0.55
29.94,5.18,0.17
30.14,0.43,0.35
32.98,-0.48,-0.05
32.22,-0.19,0.63
32.33,-1.1,0.68
32.24,-0.38,0.77
30.3,-0.13,0.27
30.79,-1.03,0.76
31.61,-2.08,0.43
31.92,-0.06,0.41
31.61,3.07,0.1
33.32,2.8,-1.03
32.17,6.3,-1.42
